Title,Genre,Year,Score,Description,Poster_URL
Тайная жизнь домашних животных,"Animation, Adventure, Comedy",2016,6.5,"Спокойная жизнь терьера по кличке Макс нарушается, когда его хозяин забирает к себе Дюка, бродячего пса, которого Макс сразу же возненавидел.",https://image.tmdb.org/t/p/w500/s9xg4V5EDKiphgIksVJ9gewBM11.jpg
Жажда скорости,"Action, Crime, Thriller",2014,6.5,"Только что вышедший из тюрьмы уличный гонщик, которого подставил богатый деловой партнер, присоединяется к гонке по пересеченной местности с целью отомстить. Его бывший партнер, узнав о плане, назначает огромную награду за его голову, когда гонка начинается.",https://image.tmdb.org/t/p/w500/lE1XfidwJml7lNGi0D4KlB8uQFY.jpg
Черная Месса,"Biography, Crime, Drama",2015,6.9,"Реальная история Уайти Балджера, брата сенатора штата и самого известного жестокого преступника в истории Южного Бостона, который стал информатором ФБР, чтобы остановить мафиозную семью, вторгшуюся на его территорию.",https://image.tmdb.org/t/p/w500/uoTPjx07dxTrC1g3dYeaS2WNVGL.jpg
Изменения,"Comedy, Fantasy",2011,6.3,"Дэйв — женатый мужчина с тремя детьми и любящей женой, а Митч — одинокий мужчина, находящийся на пике своей сексуальной жизни. В одну роковую ночь, когда Митч и Дэйв мочатся в фонтане, ударяет молния, и они меняются телами.",https://image.tmdb.org/t/p/w500/yBJoqPs9FL7HvlI1qOLLp9IiC6l.jpg
Неудержимые 3,"Action, Adventure, Thriller",2014,6.1,"Барни пополняет свою команду новыми людьми для личной битвы: победить Конрада Стоунбэнкса, соучредителя «Неудержимых» и печально известного торговца оружием, который одержим идеей уничтожить Барни и всех его сообщников.",https://image.tmdb.org/t/p/w500/o3LmnAZ2te1JXwCkxhmZcXdNgR0.jpg
Машина времени в джакузи,"Comedy, Sci-Fi",2010,6.4,"Неисправная машина времени на горнолыжном курорте переносит мужчину в 1986 год с двумя его друзьями и племянником, где им предстоит заново пережить роковую ночь и ничего не менять, чтобы племянник родился.",https://image.tmdb.org/t/p/w500/wjzbVXAes1acbh6k4OO5xVfy5.jpg
Ведущий 2: Легенда продолжается,Comedy,2013,6.3,"Оставив позади 1970-е годы, ведущий новостей Сан-Диего Рон Бургунди возвращается, чтобы покорить первый круглосуточный новостной канал Нью-Йорка.",https://image.tmdb.org/t/p/w500/BAdmxMdCqzjs6hx3KuEtnoWP8d.jpg
Бессмертные,"Action, Drama, Fantasy",2011,6,"Тесей — смертный человек, избранный Зевсом, чтобы возглавить борьбу с безжалостным царем Гиперионом, который бесчинствует по всей Греции, пытаясь заполучить оружие, способное уничтожить человечество.",https://image.tmdb.org/t/p/w500/aTBNpp0RzyeIpCSfQOfLEe4kIQg.jpg
Жара,"Action, Comedy, Crime",2013,6.6,"Встревоженный специальный агент ФБР работает в паре с сквернословящим бостонским полицейским, чтобы поймать безжалостного наркобарона.",https://image.tmdb.org/t/p/w500/e0LjAzhUSqKyQakmysLyqO1wglC.jpg
Обитель зла: Жизнь после смерти,"Action, Adventure, Horror",2010,5.9,"Все еще пытаясь уничтожить зловещую корпорацию Umbrella, Элис присоединяется к группе выживших, живущих в тюрьме, окруженной зараженными, которые также хотят перебраться в таинственное, но предположительно невредимое убежище, известное как Аркадия.",https://image.tmdb.org/t/p/w500/qZHDnt8bnsD2cSJfIbjWbCkIq3G.jpg
Такер и Дейл против Зла,"Comedy, Horror",2010,7.6,"Приветливые деревенские жители Такер и Дейл отдыхают в своей ветхой горной хижине, когда группа опрятных студентов колледжа принимает их за убийц.",https://image.tmdb.org/t/p/w500/8shwLEDzajJGSfLgbpac8x8xn1U.jpg
День независимости: Возрождение,"Action, Adventure, Sci-Fi",2016,5.2,Спустя два десятилетия после первого вторжения в День независимости Земля сталкивается с новой внесолнечной угрозой. Но будет ли достаточно новой космической обороны человечества?,https://image.tmdb.org/t/p/w500/9S50foUIYGwiNPWOxi1WJF6IPwI.jpg
Река Ветра,"Crime, Drama, Mystery",2017,7.7,Опытный охотник помогает агенту ФБР расследовать убийство молодой женщины в резервации коренных американцев в Вайоминге.,https://image.tmdb.org/t/p/w500/pySivdR845Hom4u4T2WNkJxe6Ad.jpg
Меланхолия,"Drama, Sci-Fi",2011,7.1,"Две сестры сталкиваются с проблемой, когда их и без того напряженные отношения подвергаются испытанию, когда таинственная новая планета грозит столкнуться с Землей.",https://image.tmdb.org/t/p/w500/fMneszMiQuTKY8JUXrGGB5vwqJf.jpg
Капитан Фантастик,"Comedy, Drama",2016,7.9,"В лесах Тихоокеанского Северо-Запада отец, посвятивший себя воспитанию своих шестерых детей, дав им строгое физическое и интеллектуальное образование, вынужден покинуть свой рай и выйти в мир, бросив вызов своему представлению о том, что значит быть родителем.",https://image.tmdb.org/t/p/w500/2sFME73GaD8UsUxPUKe60cPdLif.jpg
Телохранитель киллера,"Action, Comedy, Thriller",2017,6.9,"Лучший телохранитель мира получает нового клиента, киллера, который должен дать показания в Международном уголовном суде. Они должны отложить свои разногласия в сторону и работать вместе, чтобы вовремя явиться на суд.",https://image.tmdb.org/t/p/w500/5CGjlz2vyBhW5xHW4eNOZIdgzYq.jpg
Исход: Боги и цари,"Action, Adventure, Drama",2014,6,"Непокорный лидер Моисей восстает против египетского фараона Рамзеса II, отправляя шестьсот тысяч рабов в грандиозное путешествие по бегству из Египта и его ужасающего цикла смертельных бедствий.",https://image.tmdb.org/t/p/w500/uaDj37JtvLan9tihxZ18e6qL33b.jpg
Миссия невыполнима - Последствия,"Action, Adventure, Thriller",2018,8,"Итан Хант и его команда МВФ, а также несколько знакомых союзников, пытаются обогнать время после того, как миссия пошла не так.",https://image.tmdb.org/t/p/w500/AkJQpZp9WoNdj7pLYSj1L0RcMMN.jpg
Зеленый Шершень,"Action, Comedy, Crime",2011,5.8,"После смерти отца Бритт Рид, наследник его крупной компании, объединяется с помощницей покойного отца Като, чтобы создать замаскированную команду по борьбе с преступностью.",https://image.tmdb.org/t/p/w500/lclx7cj0KRO697CUlhiwyBlDwNb.jpg
Призрак,"Drama, Mystery, Thriller",2010,7.2,"Писатель-призрак, нанятый для завершения мемуаров бывшего премьер-министра Великобритании, раскрывает секреты, которые ставят под угрозу его собственную жизнь.",https://image.tmdb.org/t/p/w500/2njykKt6eASXbrMENEcLkDLZZ6Y.jpg
Боевые псы,"Comedy, Crime, Drama",2016,7.1,"Сюжет фильма основан на реальной истории двух молодых людей, Дэвида Пакуза и Эфраима Дивероли, которые выиграли контракт на триста миллионов долларов от Пентагона на вооружение союзников Америки в Афганистане.",https://image.tmdb.org/t/p/w500/b6BzZuNv8YNePhuzrA5yKxbGb2H.jpg
КРАСНЫЙ 2,"Action, Comedy, Crime",2013,6.6,Отставной агент ЦРУ Фрэнк Мозес воссоединяет свою необычную команду элитных оперативников для глобальной миссии по поиску пропавшего портативного ядерного устройства.,https://image.tmdb.org/t/p/w500/fOCKmtMrcqnFk0yEXVjHLHgNwDG.jpg
Легенда о Тарзане,"Action, Adventure, Drama",2016,6.3,"Тарзана, привыкшего к жизни в Лондоне, вызывают обратно в его бывший дом в джунглях, чтобы расследовать деятельность в шахтерском лагере.",https://image.tmdb.org/t/p/w500/rdtEIdzqJTVhSLsjuR4U9t1KKxp.jpg
Мумия,"Action, Adventure, Fantasy",2017,5.5,"Древняя египетская принцесса пробуждается из своего склепа под пустыней, принося с собой злобу, накопившуюся за тысячелетия, и ужасы, которые не поддаются человеческому пониманию.",https://image.tmdb.org/t/p/w500/4l4DKYgVLj95F5GKnQi5AC1qmUD.jpg
Зловещие мертвецы,"Fantasy, Horror, Thriller",2013,6.5,"Пятеро друзей направляются в отдаленную хижину, где обнаружение Книги мертвых заставляет их невольно призвать демонов, живущих в близлежащем лесу.",https://image.tmdb.org/t/p/w500/1gDV0Lm9y8ufIKzyf0h0GBgb9Zj.jpg
Relatos salvajes,"Comedy, Drama, Thriller",2014,8.1,"Шесть коротких рассказов, исследующих крайности человеческого поведения, касающиеся людей, оказавшихся в беде.",https://image.tmdb.org/t/p/w500/pvSty5MCAxdj8LlAEXCDfM1YNOl.jpg
Малыш-каратист,"Action, Drama, Family",2010,6.2,"Работа заставляет мать-одиночку переехать в Китай со своим маленьким сыном; в новом доме мальчик осваивает кунг-фу, которому его научил мастер.",https://image.tmdb.org/t/p/w500/wI3gCi9w1cuUJCiwhviAy46we9Q.jpg
Девушка в поезде,"Crime, Drama, Mystery",2016,6.5,"Разведенная женщина оказывается втянутой в расследование дела о пропаже человека, которое обещает стать шоком на всю ее жизнь.",https://image.tmdb.org/t/p/w500/6Zvov912Mm0mrjR5nEGbSujjnGE.jpg
Свидание ночью,"Comedy, Crime, Romance",2010,6.3,В Нью-Йорке случай ошибочного опознания превращает попытку скучающей супружеской пары провести гламурный и романтический вечер в нечто более захватывающее и опасное.,https://image.tmdb.org/t/p/w500/ucEWhj32KEDcFKHMWVeu8r1Q4ld.jpg
Риддик,"Action, Sci-Fi, Thriller",2013,6.4,"Оставленный умирать на выжженной солнцем планете, Риддик сталкивается с инопланетной расой хищников. Активация аварийного маяка оповещает два корабля: один с новым поколением наемников, другой — под командованием человека из прошлого Риддика.",https://image.tmdb.org/t/p/w500/pUul9pGWOKT7X0smkTvsIEIQxcP.jpg
Хранители снов,"Animation, Adventure, Family",2012,7.3,"Когда злой дух Питч начинает нападение на Землю, Бессмертные Стражи объединяются, чтобы защитить невинность детей по всему миру.",https://image.tmdb.org/t/p/w500/sW4qOa9yF0Ikg7lppncQ0n5UhKX.jpg
Человек-муравей и Оса,"Action, Adventure, Comedy",2018,7.2,"Пока Скотт Лэнг балансирует между ролью супергероя и отца, Хоуп ван Дайн и доктор Хэнк Пим представляют новую срочную миссию, в которой Человеку-муравью предстоит сражаться бок о бок с Осой, чтобы раскрыть тайны их прошлого.",https://image.tmdb.org/t/p/w500/qnqGbB22YJ7dSs4o6M7exTpNxPz.jpg
Авраам Линкольн: Охотник на вампиров,"Action, Fantasy, Horror",2012,5.9,"Авраам Линкольн, 16-й президент США, обнаруживает, что вампиры планируют захватить США. Он ставит своей целью их уничтожение.",https://image.tmdb.org/t/p/w500/5dTZylzoBV9qsrub9vYLAZrNkX3.jpg
Ученик чародея,"Action, Adventure, Family",2010,6.1,"Мастер-чародей Бальтазар Блейк должен найти и обучить потомка Мерлина, чтобы победить темную колдунью Моргану Фею.",https://image.tmdb.org/t/p/w500/b5pIUsGll0418NyfNA5eYCI9aoK.jpg
VVitch: Новоанглийская народная сказка,"Horror, Mystery",2015,6.8,"Семья в Новой Англии 1630-х годов разлучена силами колдовства, черной магии и одержимости.",https://image.tmdb.org/t/p/w500/zap5hpFCWSvdWSuPGAQyjUv2wAC.jpg
Мадагаскар 3: Самые разыскиваемые в Европе,"Animation, Adventure, Comedy",2012,6.9,"Алекс, Марти, Глория и Мелман все еще борются за то, чтобы вернуться домой в свое любимое Большое Яблоко. Их путешествие ведет через Европу, где они находят идеальное прикрытие: бродячий цирк, который они переосмысливают — в стиле Мадагаскара.",https://image.tmdb.org/t/p/w500/ekraj4ksvIKeuvQVEevEJkuybZd.jpg
Ужасные Боссы 2,"Comedy, Crime",2014,6.3,"Дэйл, Курт и Ник решают открыть собственный бизнес, но из-за хитрого инвестора дела идут не так, как планировалось, и троица решается на безрассудную и ошибочную схему похищения.",https://image.tmdb.org/t/p/w500/boBOkwIqgrs8noxBUSDkkicKa4K.jpg
Мать!,"Drama, Horror, Mystery",2017,6.6,"Отношения пары подвергаются испытанию, когда в их дом приходят незваные гости, нарушая их спокойное существование.",https://image.tmdb.org/t/p/w500/u9u71FR74RVndbAbW3rlmts0QyS.jpg
Механик,"Action, Crime, Thriller",2011,6.6,"Фильм повествует о том, как элитный киллер обучает своему ремеслу ученика, имеющего связь с одной из его предыдущих жертв.",https://image.tmdb.org/t/p/w500/oWEcu0OPusj8XC97ZMm04Qlv3Gi.jpg
Атомная блондинка,"Action, Mystery, Thriller",2017,6.7,"Тайный агент МИ-6 отправляется в Берлин во время Холодной войны, чтобы расследовать убийство коллеги-агента и вернуть пропавший список двойных агентов.",https://image.tmdb.org/t/p/w500/vCmMRNbDlCno6ra91ruXp5rtsUC.jpg
Датская девушка,"Biography, Drama, History",2015,7.1,"Вымышленная история любви, вдохновленная жизнью датских художниц Лили Эльбе и Герды Вегенер. Брак и работа Лили и Герды развиваются по мере того, как они прокладывают путь Лили в качестве пионера-трансгендера.",https://image.tmdb.org/t/p/w500/mXZZIacI5FC8thzSC0lgQBQ2uAX.jpg
Яркий,"Action, Crime, Fantasy",2017,6.4,"Детективу предстоит работать с орком, чтобы найти могущественную палочку раньше, чем это сделают злые существа.",https://image.tmdb.org/t/p/w500/rDZ2mNQkZrnSzHPLQ7SzhzgCSoj.jpg
Фантастическая Четверка,"Action, Adventure, Sci-Fi",2015,4.3,"Четыре молодых аутсайдера телепортируются в альтернативную и опасную вселенную, которая меняет их физическую форму шокирующим образом. Четверо должны научиться использовать свои новые способности и работать вместе, чтобы спасти Землю от бывшего друга, ставшего врагом.",https://image.tmdb.org/t/p/w500/oeMpEsjmiT9PEJbRM1Fm7TZ1dE0.jpg
Расхитительница гробниц,"Action, Adventure, Fantasy",2018,6.4,"Лара Крофт, отчаянно независимая дочь пропавшего искателя приключений, должна преодолеть свои границы, когда обнаруживает остров, на котором исчез ее отец.",https://image.tmdb.org/t/p/w500/sJpl1EfHGZhbKtZ3fWTlwrpM1tH.jpg
Похороненный,"Drama, Mystery, Thriller",2010,7,"Пол — американский водитель грузовика, работающий в Ираке. После нападения группы иракцев он просыпается и обнаруживает, что его заживо похоронили в гробу. С одной только зажигалкой и мобильным телефоном — это гонка со временем, чтобы выбраться из этой клаустрофобной смертельной ловушки.",https://image.tmdb.org/t/p/w500/mHanO22Os21g6ivNpCpK19dCbyI.jpg
"Город грехов: Женщина, ради которой стоит убивать","Crime, Thriller",2014,6.5,Пути некоторых из самых отважных жителей Города Грехов пересекаются с некоторыми из его наиболее ненавистных обитателей.,https://image.tmdb.org/t/p/w500/gMtmCInfW5B3rY4WKxG8KaJk0z5.jpg
Человек на уступе,"Action, Adventure, Crime",2012,6.6,"Пока полицейский психолог пытается утихомирить бывшего заключенного, который угрожает спрыгнуть с крыши отеля на Манхэттене, происходит крупнейшее в истории ограбление алмазов.",https://image.tmdb.org/t/p/w500/fn75crX6sRcKRc7lhuqKTenppQE.jpg
Враг,"Mystery, Thriller",2013,6.9,"Мужчина ищет своего двойника, увидев его в фильме.",https://image.tmdb.org/t/p/w500/vXZD4ogbc4tT20eDOzeDzeZpd7R.jpg
Пробуждение Подземного Мира,"Action, Fantasy, Horror",2012,6.4,"Когда человеческие силы обнаруживают существование кланов вампиров и ликанов, начинается война по уничтожению обоих видов. Воительница вампиров Селена возглавляет битву против человечества.",https://image.tmdb.org/t/p/w500/jN0uuc8U6M3sTg9zEaliJV60Stf.jpg
Астрал: Глава 2,"Horror, Mystery, Thriller",2013,6.6,"Ламберты верят, что победили духов, преследовавших их семью, но вскоре они понимают, что зло не так-то просто победить.",https://image.tmdb.org/t/p/w500/w5JjiB3O1CLDXbTJe1QpU5RHmlU.jpg
Золушка,"Drama, Family, Fantasy",2015,6.9,"Когда ее отец неожиданно умирает, юная Элла оказывается во власти своей жестокой мачехи и ее коварных сводных сестер. Никогда не теряющая надежды Элла начинает меняться после встречи с лихим незнакомцем.",https://image.tmdb.org/t/p/w500/8eyRTyBNApuqiVbopiM6Z9JdZPJ.jpg
Спасение мистера Бэнкса,"Biography, Comedy, Drama",2013,7.5,"Автор П. Л. Трэверс вспоминает свое детство после неохотной встречи с Уолтом Диснеем, который пытался адаптировать ее книги о Мэри Поппинс для большого экрана.",https://image.tmdb.org/t/p/w500/4RkcUe5PKnYvrCwMjk8giUAoID7.jpg
Последний маг воздуха,"Action, Adventure, Family",2010,4.1,"В фильме рассказывается о приключениях Аанга, молодого наследника древнего рода Аватаров, который должен овладеть всеми четырьмя стихиями и помешать Народу Огня поработить Племена Воды и Царство Земли.",https://image.tmdb.org/t/p/w500/zgwRTYWEEPivTwjB9S03HtmMcbM.jpg
Геркулес,"Action, Adventure, Fantasy",2014,6,"Совершив свои легендарные двенадцать подвигов, греческий полубог Геракл подвергает свою жизнь наемному убийце испытанию, когда царь Фракии и его дочь обращаются к нему за помощью в победе над тираническим военачальником.",https://image.tmdb.org/t/p/w500/dK9rNoC97tgX3xXg5zdxFisdfcp.jpg
Стив Джобс,"Biography, Drama",2015,7.2,"Стив Джобс берет нас за кулисы цифровой революции, чтобы нарисовать портрет человека в ее эпицентре. История разворачивается за кулисами трех знаковых запусков продуктов, заканчиваясь в 1998 году представлением iMac.",https://image.tmdb.org/t/p/w500/2AiiTsciFZVG1DQ91l6zjPVmEeX.jpg
Дом странных детей мисс Перегрин,"Adventure, Drama, Fantasy",2016,6.7,"Когда Джейкоб находит ключи к тайне, которая простирается сквозь время, он находит Дом странных детей мисс Перегрин. Но опасность усиливается после того, как он знакомится с жителями и узнаёт об их особых способностях.",https://image.tmdb.org/t/p/w500/CIlbMFOfYDj0MP23hsIYhFGrL6.jpg
Боевой конь,"Drama, History, War",2011,7.2,"Молодой Альберт записывается на службу в Первой мировой войне после того, как его любимую лошадь продают в кавалерию. Обнадеживающее путешествие Альберта уводит его из Англии на линию фронта, в то время как война продолжается.",https://image.tmdb.org/t/p/w500/jP2ik17jvKiV5sGEknMFbZv7WAe.jpg
47 Ронинов,"Action, Adventure, Drama",2013,6.3,Группа самураев отправилась отомстить за смерть и бесчестье своего господина от рук безжалостного сёгуна.,https://image.tmdb.org/t/p/w500/kjFDIlUCJkcpFxYKtE6OsGcAfQQ.jpg
Эпоха Адалин,"Drama, Fantasy, Romance",2015,7.2,"Молодая женщина, родившаяся на рубеже 20-го века, становится нестареющей после несчастного случая. После многих лет одиночества она встречает мужчину, который усложняет вечную жизнь, в которой она обосновалась.",https://image.tmdb.org/t/p/w500/MbILysGhjAbnZi1Okae9wYqLMx.jpg
Легенда,"Biography, Crime, Drama",2015,7,Близнецы-гангстеры Рональд и Реджинальд Крэй терроризируют Лондон в 1960-х годах.,https://image.tmdb.org/t/p/w500/AwCzt2CX3OmWfwvWQImHJMSF5fQ.jpg
Инферно,"Action, Adventure, Crime",2016,6.2,"Когда Роберт Лэнгдон просыпается в итальянской больнице с амнезией, он объединяется с доктором Сиенной Брукс, и вместе им предстоит промчаться по Европе наперегонки со временем, чтобы помешать смертельно опасному мировому заговору.",https://image.tmdb.org/t/p/w500/rTyMd6dsX5rZV4lNSTQgh6zxwCO.jpg
Назови меня своим именем,"Drama, Romance",2017,8,"В Италии 1980-х годов между семнадцатилетним студентом и мужчиной постарше, нанятым его отцом в качестве научного ассистента, вспыхивают романтические чувства.",https://image.tmdb.org/t/p/w500/mZ4gBdfkhP9tvLH1DO4m4HYtiyi.jpg
Путь назад,"Comedy, Drama",2013,7.4,"Застенчивый 14-летний Дункан отправляется на летние каникулы со своей матерью, ее властным парнем и дочерью ее парня. Испытывая трудности с адаптацией, Дункан находит неожиданного друга в лице Оуэна, менеджера аквапарка Water Wizz.",https://image.tmdb.org/t/p/w500/6tc4S4UJzAUtZJPHFpq2Weaa1bA.jpg
Тачки 2,"Animation, Adventure, Comedy",2011,6.2,"Звездный гоночный автомобиль Молния Маккуин и его приятель Мэтр отправляются за границу, чтобы принять участие в гонке World Grand Prix. Но дорога к чемпионату становится тернистой, когда Мэтр оказывается втянутым в интригующее приключение: международный шпионаж.",https://image.tmdb.org/t/p/w500/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg
ПК,"Comedy, Drama, Sci-Fi",2014,8.2,"Инопланетянин на Земле теряет единственное устройство, с помощью которого он может общаться со своим космическим кораблем. Его невинная натура и детские вопросы заставляют страну оценить влияние религии на ее людей.",https://image.tmdb.org/t/p/w500/z2x2Y4tncefsIU7h82gmUM5vnBJ.jpg
Кот в сапогах,"Animation, Action, Adventure",2011,6.6,"Кот-преступник, его друг детства по яйцам и соблазнительная кошечка-воровка отправляются на поиски яиц легендарного Золотого Гуся, чтобы очистить свое имя, восстановить утраченную честь и вернуть доверие матери и города.",https://image.tmdb.org/t/p/w500/1ApYiJDmkqOlrrr668QMJUItaQK.jpg
Захватывающее настоящее,"Comedy, Drama, Romance",2013,7.1,"Философия жизни заядлого старшеклассника меняется, когда он встречает не совсем типичную «милую девушку».",https://image.tmdb.org/t/p/w500/sTEhMxrL6dCOHB9lzY879kiIfIv.jpg
Валериан и город тысячи планет,"Action, Adventure, Fantasy",2017,6.5,"Темная сила угрожает Альфе, огромному мегаполису и дому для видов с тысячи планет. Спецназовцы Валериан и Лорелин должны поторопиться, чтобы идентифицировать мародерствующую угрозу и защитить не только Альфу, но и будущее вселенной.",https://image.tmdb.org/t/p/w500/jfIpMh79fGRqYJ6PwZLCntzgxlF.jpg
Падение,"Crime, Drama",2014,7.1,"Боб Сагиновски оказывается в центре неудачного ограбления и оказывается втянутым в расследование, которое глубоко углубляется в прошлое района, где друзья, семьи и враги работают сообща, чтобы заработать на жизнь — неважно, какой ценой.",https://image.tmdb.org/t/p/w500/ikZlLNiy1BFiDF2NHzkzL5ZdTDh.jpg
Центральное разведывательное управление,"Action, Comedy, Crime",2016,6.3,"После того, как он восстановил связь с неловким приятелем из старшей школы через Facebook, кроткий бухгалтер оказывается втянутым в мир международного шпионажа.",https://image.tmdb.org/t/p/w500/7irCMBIivXAqjZ7MgZoGVLrgACR.jpg
Никогда не отпускай меня,"Drama, Romance, Sci-Fi",2010,7.2,"Жизнь трех друзей, начиная с первых школьных дней и до юности, когда реальность мира, в котором они живут, стучится в их двери.",https://image.tmdb.org/t/p/w500/8F0r5ng9Fp60OhzQfR5v33fppq.jpg
Запомнить меня,"Drama, Romance",2010,7.1,"Романтическая драма о двух новых возлюбленных: Тайлере, чьи родители разошлись после самоубийства его брата, и Элли, которая живет полной жизнью каждый день с тех пор, как стала свидетельницей убийства своей матери.",https://image.tmdb.org/t/p/w500/j7umuMiLCHvWT7wYhFKJOTFSokF.jpg
Несломленный,"Biography, Drama, Sport",2014,7.2,"После почти фатальной авиакатастрофы во время Второй мировой войны олимпийский чемпион Луи Замперини проводит мучительные 47 дней на плоту с двумя товарищами по команде, прежде чем его ловит японский флот и отправляет в лагерь для военнопленных.",https://image.tmdb.org/t/p/w500/hV0dl8z9uGIBwH4rXO4miwRf3t8.jpg
Мастер,Drama,2012,7.1,Ветеран ВМФ возвращается домой с войны неустроенным и неуверенным в своем будущем — пока его не увлекает Дело и его харизматичный лидер.,https://image.tmdb.org/t/p/w500/jw172VAlwfYtWNWvhVrXZPW3jGT.jpg
Глубоководный горизонт,"Action, Drama, History",2016,7.1,"Инсценировка катастрофы, произошедшей в апреле 2010 года, когда взорвалась морская буровая установка Deepwater Horizon, что привело к крупнейшему разливу нефти в истории Америки.",https://image.tmdb.org/t/p/w500/jgBIYCZACe3iaS9TL2XzVGkO5p5.jpg
Начать заново,"Comedy, Drama, Music",2013,7.4,"Случайная встреча опального руководителя музыкального бизнеса и молодого певца и автора песен, недавно приехавшего на Манхэттен, перерастает в многообещающее сотрудничество двух талантов.",https://image.tmdb.org/t/p/w500/qx4HXHXt528hS4rwePZbZo20xqZ.jpg
Идеальный голос 2,"Comedy, Music",2015,6.4,"После унизительного выступления в Кеннеди-центре группа Barden Bellas принимает участие в международном конкурсе, в котором ни одна американская группа не побеждала, чтобы вернуть себе статус и право выступать.",https://image.tmdb.org/t/p/w500/fQaEGzFmvTYu3G641WV0Tg9auAt.jpg
Ночь игр,"Action, Comedy, Crime",2018,7,"Группа друзей, которые регулярно встречаются для игровых вечеров, оказываются втянутыми в реальную тайну, когда подозрительного брата одного из них, по-видимому, похищают опасные гангстеры.",https://image.tmdb.org/t/p/w500/dSA5fLdk14CglFluKVMohrjo7L4.jpg
Взрослые 2,Comedy,2013,5.4,"Переехав с семьей обратно в родной город, чтобы быть с друзьями и их детьми, Ленни обнаруживает, что среди старых хулиганов, новых хулиганов, шизофренических водителей автобусов, пьяных полицейских на лыжах и четырехсот незваных гостей в костюмированных вечеринках порой за тобой следуют безумцы.",https://image.tmdb.org/t/p/w500/hT6ijOtjtYrnyDhN7VA2QWyGFAm.jpg
Последняя битва,"Action, Thriller",2013,6.4,"Главарь наркокартеля сбегает из здания суда и спешит к мексиканской границе, где на его пути встречаются только шериф и его неопытные сотрудники.",https://image.tmdb.org/t/p/w500/oLzBt7tbeUtQJfFeNiq6c0aiMbn.jpg
Кость зимы,"Drama, Mystery",2010,7.2,"Непоколебимая девушка из Озарк-Маунтин пробирается сквозь опасную социальную среду, выслеживая своего отца-наркоторговца и одновременно пытаясь сохранить свою семью.",https://image.tmdb.org/t/p/w500/a0qhPkNlxLfsf5B2jFyI1Pp04XV.jpg
Мы купили зоопарк,"Comedy, Drama, Family",2011,7.1,"Действие фильма происходит в Южной Калифорнии. Отец переезжает со своей молодой семьей в сельскую местность, чтобы отремонтировать и вновь открыть находящийся в затруднительном положении зоопарк.",https://image.tmdb.org/t/p/w500/dcOvIqdsojUdAtWt1nPT9xS76Su.jpg
Один день,"Drama, Romance",2011,7,"Проведя ночь вместе в ночь своего выпуска из колледжа, Декстер и Эм показаны каждый год в один и тот же день, чтобы увидеть, где они находятся в своей жизни. Иногда они вместе, иногда нет, в этот день.",https://image.tmdb.org/t/p/w500/rxVSzZUcSzoB4YN4gGjQPua7rCl.jpg
Хроники Нарнии: Покоритель зари,"Adventure, Family, Fantasy",2010,6.3,"Люси и Эдмунд Певенси возвращаются в Нарнию со своим кузеном Юстасом, где они встречаются с принцем Каспианом для путешествия по морю на борту королевского корабля «Покоритель зари». По пути они сталкиваются с драконами, гномами, русалами и группой потерянных воинов, прежде чем достичь края света.",https://image.tmdb.org/t/p/w500/z6LVJXEmY8E6s57uf8cV3RlWvws.jpg
Дорогой Джон,"Drama, Romance, War",2010,6.3,"Романтическая драма о солдате, который влюбляется в консервативную студентку колледжа, пока находится дома в отпуске.",https://image.tmdb.org/t/p/w500/2lAPv2jQ5eh54l4EttA9wjDljED.jpg
Ловец лис,"Biography, Drama, Sport",2014,7,"Олимпийские чемпионы США по борьбе, братья Марк Шульц и Дэйв Шульц, присоединяются к «Команде лис-ловцов» под руководством эксцентричного мультимиллионера Джона Дюпона, готовясь к Олимпийским играм 1988 года в Сеуле, Южная Корея, но саморазрушительное поведение Джона грозит поглотить их всех.",https://image.tmdb.org/t/p/w500/w6Sl079QtUcQ9dVQ2RP6aN9NBXx.jpg
Это довольно забавная история,"Comedy, Drama, Romance",2010,7.1,"Подросток, страдающий клинической депрессией, получает возможность начать новую жизнь после того, как попадает в психиатрическое отделение для взрослых.",https://image.tmdb.org/t/p/w500/hQE4q8Szeaae4davgB7o8MTLmwr.jpg
Отвязные каникулы,"Crime, Drama",2012,5.3,"Четыре студентки колледжа грабят ресторан, чтобы профинансировать свои весенние каникулы. Во время вечеринок, выпивки и употребления наркотиков их арестовывают, но их выручает торговец наркотиками и оружием.",https://image.tmdb.org/t/p/w500/3A1XjFB59rWwx92fM97s94RcBL3.jpg
Ограбление башни,"Action, Comedy, Crime",2011,6.2,"Когда группа трудолюбивых парней узнает, что они стали жертвами финансовой пирамиды своего богатого работодателя, они сговариваются ограбить его высотный дом.",https://image.tmdb.org/t/p/w500/1HcOyMODYZXnncMikfhYkw3x2ss.jpg
Кэрри,"Drama, Horror",2013,5.9,"Застенчивая девочка, отвергнутая сверстниками и находящаяся под защитой религиозной матери, обрушивает телекинетический ужас на свой маленький городок после того, как ее слишком сильно толкнули на выпускном вечере.",https://image.tmdb.org/t/p/w500/uc3OvgmbnYaS5Y0BOjSmC1EmSz1.jpg
