title,authors,published_year,categories,thumbnail,description,average_rating,num_pages
Четыре глупых купидона,Gregory Maguire,2001.0,Juvenile Fiction,http://books.google.com/books/content?id=471OUKKACq8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Схема студентов, чтобы найти любовный матч для их любимого учителя в День святого Валентина, превращается в комедию ошибок, когда четыре глупых купида из Древней Греции пытаются помочь.",3.52,224.0
Паутина Шарлотты (полноцветная),E. B. White,2001.0,Juvenile Fiction,http://books.google.com/books/content?id=pylJbfNIwoIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Возлюбленная поколениями, сеть Шарлотты и Стюарт Литтл - две самые заветные истории всех времен.Теперь, впервые, эти заветные классики доступны в щедрых новых коллекционерах.В дополнение к большему размеру отделки, оригинальное черно-белое искусство Гарта Уильямса была с любовью раскрашен известным иллюстратором Розмари Уэллс, добавив еще одно измерение к этим двум идеальным книгам как для молодых, так и для старых.",4.16,184.0
Маленькие друзья дома,Heather Henson;Laura Ingalls Wilder,1998.0,Juvenile Fiction,http://books.google.com/books/content?id=gMZbAAfZwAIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Лаура Ингаллс делится приключениями и хорошими временами со своими друзьями, когда выросла на западной границе.",3.99,80.0
Рождественские истории,Laura Ingalls Wilder,1998.0,Juvenile Fiction,http://books.google.com/books/content?id=qJxFQDe9AP4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Нежные адаптации знаменитых маленьких историй о доме Лауры Ингаллс Уайлдера были собраны здесь в двух новых названиях в нашей серии книг «Маленький дом».В рождественских историях присоединяйтесь к Лауре и ее семье для празднования рождественских праздников.Рождество на границе означает посещения друзей, хорошие вещи, и подарки!Для Лоры каждое Рождество в маленьком доме лучше, чем раньше.Лора и ее друзья делятся замечательными приключениями в маленьких друзьях.От гоночных пони с двоюродной сестрой Леной до бобслейных аттракционов с Кэп Гарланд и бандой, Лора любит проводить время со своими друзьями.Даже означает, что Старая Нелли Олесон не может испортить веселье Лоры! С помощью простого текста, развлекательных историй и красивых черно-белых работ Рене Грэф, книги «Маленькие дома»-это идеальный способ представить начинающих читателей в мире мираДом.",4.22,80.0
Зимние дни в Большом Лесу,Laura Ingalls Wilder,1995.0,Juvenile Fiction,http://books.google.com/books/content?id=H-igY69LTxcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Лаура помогает Ма и Па, чтобы сделать маленькую бревенчатую хижину уютной и уютной для снежных дней вперед.1994 ""Выбор списков"" (ABA)",4.28,32.0
Рождество в Большом Лесу,Laura Ingalls Wilder,1997.0,Juvenile Fiction,http://books.google.com/books/content?id=FT1YpUwRYykC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Давным -давно маленькая девочка по имени Лора Ингаллс жила в маленьком доме в Большом лесу Висконсина со своей Па, мамой, ее сестрами, Мэри и Кэрри и их старым добрым бульдогом Джеком.Зима была не за горами, и Лора усердно работала, чтобы помочь подготовить маленький дом к холодным дням.Вскоре на окнах и снегу на земле был мороз, но Лора и ее люди были теплыми и уютными в их уютном маленьком доме в Большом лесу.Лаура Ингаллс Уайлдера «Маленькие домашние книги» были дорожены поколениями читателей.Сейчас впервые самая молодая читатели могут поделиться своими приключениями в этих особых книгах с картинками, адаптированными из любимых сборников рассказов Лоры Ингаллс Уайлдера.Теплые картины Рене Грэфа, вдохновленные классическими маленькими иллюстрациями Гарта Уильямса, любят Лору и ее семью с любовью к жизни.",4.19,32.0
День рождения в Маленьком Доме,Laura Ingalls Wilder,1998.0,Juvenile Fiction,http://books.google.com/books/content?id=fyfDRpzVoM0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Присоединяйтесь к семье Ингалс, когда они празднуют пятый день рождения Маленькой Лоры в Большом лесу Висконсина.Есть особые подарки от всех, и в ту ночь Лора засыпает в веселой музыке скрипки PA.Очаровательные полноцветные иллюстрации Рене Грэфа, вдохновленные классическими художественными работами Гарта Уильямса, приносят Лауру и ее семью с любовью к жизни в нашу десятую мою первую книгу «Маленькая домашняя книга», адаптированная из любимых сборников рассказов Лоры Ингаллс Уайлдера.Это маленький дом на день рождения, чтобы запомнить!",4.13,40.0
Олень в лесу,Laura Ingalls Wilder,1999.0,Juvenile Fiction,http://books.google.com/books/content?id=V7YDWiHI7m4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Даже младший ребенок может насладиться специальной адаптацией классической маленькой истории, когда Лора и Мэри послушают, как говорят о встрече с оленем мать и ее младенцем Глубоком в больших лесах Висконсина.",4.17,32.0
Маленький домик в прериях,Laura Ingalls Wilder,1999.0,Juvenile Fiction,http://books.google.com/books/content?id=pRSju95iidoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Давным -давно маленькая девочка по имени Лора Ингаллс направилась на запад к прерии со своей Па, мамой, ее сестрами, Мэри и Кэрри, и их добрым старым бульдогом Джеком.Они путешествовали далеко каждый день в своем крылом фургоне, проезжая по высокой траве, пока не нашли правильное место для своего нового дома.С помощью своего доброго соседа, мистера Эдвардса, штат Пенсильвания, построил уютный маленький дом для семьи в центре широко открытой прерии.Лаура Ингаллс Уайлдера «Маленькие домашние книги» были дорожены поколениями читателей.Сейчас впервые самая молодая читатели могут поделиться своим приключением в этих особых книгах с картинками, адаптированными из любимых сюжетных книг Лоры Ингаллс Уайлдера.Теплые картины Рене Грэф, вдохновленные классическими маленькими иллюстрациями Гарта Уильямса, оживляют Лору и ее семью.Рене Грэф получила степень бакалавра в области искусства в Университете Висконсина в Мэдисоне.Она является иллюстратором Teh Paper Colls и Kirsten Books in the American Girls Collection.Она также является заядлым коллекционером шляп, с более чем 150 шляпами на последнем счете.Она живет в Милуоки, штат Висконсин, со своим Huisband, Tim и Tier Children, Maggie и Maxfeild. Join of Ingalls Family, когда они выбирают особое место на прерии и строят свой уютный бревенчатый домик.Их новый сосед, мистер Эдвардс, приходит помочь, и после того, как усердно работала, все поют и танцуют на радостную музыку скрипки PA.Очаровательные полноцветные иллюстрации Рене Грэф, вдохновленные классическими произведениями Гарта Уильяма, приносят Лору и ее семье с любовью к жизни в этом одиннадцатом названии в серии «Мой первый маленький дом книги», адаптированные из любимых сборников рассказов Лоры Ингаллс Уайлдера.",4.19,32.0
Капитан Кот,Syd Hoff,1994.0,Juvenile Fiction,http://books.google.com/books/content?id=sHz4sQ3mmjwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Патриотический кошачьи, капитан Кот выходит из постели, когда звучит баки, и у него больше полос, чем у любого из солдат.Но больше всего, этот молодой новобранец и его лучший друг Пит знают, что на самом деле нужно, чтобы сделать армию домом - дружелюбное лицо.«Хофф продолжает свою цепочку хитов».«Хофф сохранил свое ловкое прикосновение с названием, который наверняка понравится молодежи».",3.66,48.0
Книга поделок «Мой маленький домик»,Carolyn Strom Collins,1998.0,Juvenile Nonfiction,http://books.google.com/books/content?id=lTzrsOMvcNcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Сделайте те же самые пионерские ремесла, что и Лора!В своих любимых книгах маленьких домов Лора Ингаллс Уайлдер рассказывает о своем пионерском детством, выросшей на границе.Поскольку Ингалсы часто жили далеко от каких -либо магазинов, и поскольку у них было мало денег, Лора и ее семья должны были сделать большую часть своих собственных предметов домашнего обихода, используя любые материалы.Теперь, благодаря моей книге «Маленькая домашняя ремесла», вы можете поделиться частью пионерских дней Лоры, научившись делать то же самое, что и она и ее семья, сделавшие для своих маленьких домов на границе.В этой книге простые, пошаговые инструкции для 18 ремесел, взятых прямо со страниц маленьких книг Лауры.Все, что вам нужно, - это несколько простых припасов, и вы на пути к веселью и полезным пионерским ремеслам, которые вы будете дорожить вечно.",4.05,64.0
Девочка-пионерка,William Anderson,2000.0,Juvenile Nonfiction,http://books.google.com/books/content?id=Sj4UDeFOOoAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Пионерский дух живет на ... читатели по всему миру знают и любят Лору, маленькую девочку, родившуюся в Большом лесу Висконсина, и выросшие в крытых вагонах и на широких открытых прериях.Теперь фанаты «Маленькие дома» могут узнать больше о «Половине пинте» в этом, первой книжной книге «Биография» Лауры Ингаллс Уайлдер.С простым, светящимся текстом известного историка и ученых Little House Уильям Андерсон и славными картинами Дэна Андреазена, Pioneer Girl - это особый портрет писателя, чьи классические книги и приключения Poineer сделали ее одной из самых популярных литературных фигур вАмерика.Эта биография с картинками Лауры Ингаллс Уайлдер рассказывает замечательную историю о пионерской девушке, которая однажды увековечила бы свои приключения в любимых маленьких книгах дома.Написано в простом, светящемся тексте известного ученых Little House Уильяма Андерсона и иллюстрированного с великолепными картинами художника Дэна Андреазена, эта замечательная первая биография отражает саму сущность маленькой девочки под названием «Полуплана», чьи классические книги и пионерские приключения имеютСделал ее одной из самых популярных литературных деятелей в Америке.Эта биография с картинками Лауры Ингаллс Уайлдер рассказывает замечательную историю о пионерской девушке, которая однажды увековечила бы свои приключения в любимых маленьких книгах дома.Написано в простом, светящемся тексте известного ученых Little House Уильяма Андерсона и иллюстрированного с великолепными картинами художника Дэна Андреазена, эта замечательная первая биография отражает саму сущность маленькой девочки под названием «Полуплана», чьи классические книги и пионерские приключения имеютСделал ее одной из самых популярных литературных деятелей в Америке.",4.15,32.0
Дети Тени (стойка),Garth Nix,1998.0,Juvenile Fiction,http://books.google.com/books/content?id=_jlglwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Ключ к выживанию лежит в руках детей Шейда в футуристической городской пустоши, злые Повелители постановили, что ни один ребенок не будет жить за день после его четырнадцатого дня рождения.В этот грустный день рождения ребенок является объектом непристойного урожая, в результате чего строится оборудование существа, единственной целью которого является убить.Загадочный оттенок - когда -то мужчина, но теперь больше похож на машины, которые он борется - набирает немногих детей, посчастливых сбежать.Благодаря удачи, хитрости и навыку, четверо детей Шейда приближаются к тому, чтобы обнаружить источник силы Повелителей - и ключ к их падению.Но чем ближе дети приближаются, тем более безжалостным оттенком становится ...",3.9,345.0
Девушка-американка,Meg Cabot,2003.0,Juvenile Fiction,http://books.google.com/books/content?id=Fktx5yUMHpMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Десять главных причин, по которой Саманта Мэдисон находится в глубокой проблеме 10. Ее старшая сестра - самая популярная девушка в школе 9. Ее младшая сестра - сертифицированный гений 8. Она влюблена в парня своей старшей сестры 7. Она поймала на продажу портретов знаменитостей в школе6. И теперь ее вынуждены посещать занятия по искусству 5. Она только что спас президента Соединенных Штатов от попытки убийства 4. Так что весь мир думает, что она герой 3. Несмотря на то, что Сэм знает, что она далеко, далеко неГерой 2. И теперь она была назначена послом подростка в Unand, причина, по которой жизнь Сэма закончилась? 1.Сын президента просто может быть влюблен в нее",3.74,398.0
Хексвуд,Diana Wynne Jones,2002.0,Young Adult Fiction,http://books.google.com/books/content?id=vDTJwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Странные вещи случаются на Hexwood Farm.Из своего окна Энн Ставли наблюдает за человеком после человека, исчезающего через ворота фермы - и никогда больше не выходила.Позже, в лесу поблизости, она встречает мучительного колдуна, который, кажется, возник из-за многовекового сна.Но Энн знает, что она видела, как он входил на ферму только в то утро.Тем временем время продолжает меняться в лесу, где маленький мальчик - или, возможно, подросток - встретил робота и дракона.Задолго до конца их приключений странность гексвуда распространилась с Земли прямо к центру Галактики.",3.99,464.0
Книга и компакт-диск «Свет на чердаке»,Shel Silverstein,2001.0,Juvenile Nonfiction,http://books.google.com/books/content?id=FJfQsgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Прошлой ночью, когда я задумывался здесь, некоторые Whatifs заползли в ухо, и разбили и развлекались всю ночь напролет и пели свою ту же самую старую песню Whatif: Whatif я закинут этот тест?Вио -зеленые волосы растет на моей груди?Что никого никому не нравится?Whatif Bolt of Lightning поражает меня? ... Чтобы отпраздновать его 20-летие, Shel Silverstein's A The Light in the The Mader теперь доступен в специальном издании, в котором содержится классическая книга в твердом переплете и компакт-диск с его отмеченным наградами Грэмми.Здесь, на чердаке Шел Сильверштейн, вы найдете отсталый счет, Sour Face Ann, Meehoo с ровно, и белого медведя в Frigidaire.Вы будете поговорить с жареным лицом и узнаете, что происходит, когда кто-то крадет ваши колени, вас поймают быстро переурожайный gink, горные храпы, и они положили на верблюда.От создателя любимых поэтических коллекций, где заканчивается тротуар и падает, вот еще одна удивительная книга стихов и рисунков.",4.34,176.0
Хроники Нарнии (взрослая),C. S. Lewis,2001.0,Fiction,http://books.google.com/books/content?id=3VGkK_F9thYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Путешествия до конца света, фантастические существа и эпические сражения между добром и злом - что еще может попросить кто -нибудь читатель в одной книге?Книга, в которой есть все, - Лев, ведьма и гардероб, написанная в 1949 году Клайвом Стейплсом Льюисом.Но Льюис на этом не остановился.Последовали еще шесть книг, и вместе они стали известны как «Хроники Нарнии».В течение последних пятидесяти лет хроники Нарнии превзошли жанр фэнтези, чтобы стать частью канона классической литературы.Каждая из семи книг - это шедевр, который привлекает читателя в страну, где магия встречает реальность, и результатом является вымышленный мир, в масштабах которого увлекают поколения.В этом издании представлены все семь книг - без применения - в одном впечатляющем томе.Книги представлены здесь в соответствии с предпочтительным порядком Льюиса, каждая глава украшена иллюстрацией оригинального художника Полин Бэйнс.Обманчиво и прямые, хроники Нарнии продолжают очаровывать фанатов приключениями, персонажами и истинами, которые говорят с читателями всех возрастов, даже через пятьдесят лет после их первого опубликования.",4.26,767.0
Что бы сделал Макиавелли?,Stanley Bing,2002.0,Humor,http://books.google.com/books/content?id=W9jVlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Что бы сделал Макиавелли?Он будет праздновать разногласия других людей, что он точно не искал компанию из задниц и бимбо, но он не отверг бы их из-под контроля, он бы понял, что любовь к себе означает, что никогда не будет сказать, что вам жаль, что он будетУбейте людей, но только если бы он мог почувствовать себя хорошо, после этого он установит и поддерживает психотический уровень контроля, он использовал бы мнения других людей, чтобы продать свою книгу!",3.46,176.0
Чувство чуда,Rachel Carson,1998.0,Nature,http://books.google.com/books/content?id=Zee5SAOqO2UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Впервые опубликованные более трех десятилетий назад, это переиздание классической наград Рэйчел Карсон приносит ей уникальное видение для нового поколения читателей.Потрясающие новые фотографии Ника Келша прекрасно дополняют интимный рассказ Карсона о приключениях со своим молодым племянником Роджером, поскольку они наслаждаются прогулками по скалистую побережью Мэна и через густые леса и открытые поля, наблюдая за дикой природой, странными растениями, лунными светильниками и штормовыми областями, а такжеСлушая «живую музыку» насекомых в подлеске.«Если ребенок должен поддерживать его врожденное чувство удивления».Пишет Карсон: «Ему нужно общение, по крайней мере, одного взрослого, который может поделиться им, заново открывая с собой радость, волнение и тайну мира, в котором мы живем».Чувство удивления - это освежающее противоядие от безразличия и руководство по захвату простой силы открытия, которую Карсон рассматривает как необходимую для жизни.В своем проницательном новом введении Линда Лир вспоминает, как революционные достижения Рэйчел Карсон в контексте личной приверженности легендарного экологов представлены молодым и старым чудесам природы.Пышные фотографии Келша вдохновляют чувственные, тактильные реакции: массы листьев, плавающих в луже, просто ждут, чтобы их выкопали и осмотрели более внимательно.Образ узкого пути по деревьям напоминает земного запаха леса после летнего дождя.Крупные планы мхов и миниатюрных фантазий лишайников вызовут невиновные, а также больше измученных.Как любопытный ребенок, изучающий вещи под ногами и в пределах досягаемости, камера Келша привлечена к моделям в природе, которые слишком часто уклоняются от поспешных взрослых стойки буковых деревьев весной, пятна плавления снега и рябь из гальки, брошенных в медленноедвижущийся поток.Чувство удивления-это вечный том, который будет передаваться от детей к внукам, столь же заветный, как память о рано утренней прогулке, когда была услышана песня Whippoorwill, как будто впервые.",4.39,112.0
Миссия выполнима,Ken Blanchard;Terry Waghorn,1999.0,Business & Economics,http://books.google.com/books/content?id=ofjQmAJBiiwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Объясняет, как улучшить существующую организацию, создавая замену дизайна на будущее и почему изменения необходимы для обеспечения будущего своего бизнеса",3.42,242.0
Важные разговоры,Kerry Patterson;Joseph Grenny;Ron McMillan;Al Switzler,2002.0,Business & Economics,http://books.google.com/books/content?id=PibJN5XVQRkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Бестселлер New York Times!Узнайте, как сохранить прохладу и получить желаемые результаты, когда эмоции вспыхивают.Когда ставки высоки, мнения варьируются, а эмоции нарастают, у вас есть три варианта: избегайте решающего разговора и страдать от последствий;плохо справляться с разговором и страдать от последствий;Или прочитайте важные разговоры и узнайте, как общаться лучше всего, когда это важнее всего.Важные разговоры дают вам инструменты, необходимые для того, чтобы подняться на самые сложные и важные разговоры в жизни, сказать, что у вас на уме, и достичь желаемых резолюций, которые вы хотите.Вы узнаете, как: подготовиться к высокоэффективным ситуациям с шестиминутной техникой мастерства, позвольте говорить почти о чем-либо, чтобы быть убедительным, а не абразив, продолжайте слушать, когда другие взорваются или замолкают решающие разговоры в действие и результатыВы хотите, что они проходят на работе или дома, с вашими соседями или вашим супругом, важные разговоры могут оказать глубокое влияние на вашу карьеру, ваше счастье и ваше будущее.С навыками, которые вы изучаете в этой книге, вам больше никогда не придется беспокоиться о результатах важного разговора.",4.01,240.0
Как разговаривать с кем угодно: 92 маленьких трюка для большого успеха в отношениях,Leil Lowndes,2003.0,Family & Relationships,http://books.google.com/books/content?id=LQt6mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"«Вы не только сломаете лед, но и растопите его своими новыми навыками».- Ларри Кинг «Потерянное искусство словесного общения может быть возрождено Лейлом Лоундесом».- Харви Маккей, автор книги «Как плавать с акулами, не будучи съеденным живым». Что это за волшебное качество заставляет некоторых людей мгновенно любимыми и уважаемыми?Каждый хочет быть их другом (или, если одинока, их любовник!) В бизнесе, они быстро поднимаются на вершину корпоративной лестницы.Что их ""Midas Touch?""То, к чему это сводится, это более умелый способ общения с людьми.Автор провел свою карьеру, обучая людей, как общаться для успеха.В своей книге «Как поговорить с кем угодно» («Современные книги», октябрь 2003 г.) Lowndes предлагает 92 простых и эффективных методов уверенного успеха-она берет читателя с первой встречи вплоть до сложных методов, используемых крупными победителями в жизни.В этой насыщенной информационной книге, которую вы найдете: 9 способов произвести динамит первым впечатлением 14 способов овладеть небольшими разговорами, «Большой разговор», и язык тела 14 способов ходить и говорить как VIP или знаменитость 6 способов звучать какИнсайдер в любой толпе 7 способов установить глубокие подсознательные взаимодействия с любыми 9 способами накормить чье -то эго (и знать, когда не!)7 способов поговорить с тиграми и не быть съеденными заживо в ее товарном знаке, развлекательном и стиле прямого стрельбы, Лейл дает запоминающиеся имена методы, так что вы помните их, когда они вам действительно нужны, в том числе: «Rubberneck the Room», «БудьтеCopyclass, «Come Hight Hands», «Голый их горячая кнопка», «Великая система показателей в небе» и «Играть в игру над надгробными камнями», для большого успеха в вашей социальной жизни, романтике и бизнесе.Как поговорить с кем-либо, что является обновлением ее популярной книги, рассказывая о пути победителя (см. 5-звездочные обзоры последнего), основано на прочных исследованиях о методах, которые работают!Кстати, не путайте, как разговаривать с кем -либо с одной из предыдущих книг Лейла, как говорить с кем -либо о чем -либо.Этот совершенно другой!",3.78,345.0
"Легкий французский хрестоматийный текст, второе издание",R. de Roussy de Sales,2003.0,Foreign Language Study,http://books.google.com/books/content?id=TY4AAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Веселый и простой способ быстро улучшить ваши французские навыки чтения. Легкий французский читатель основан на предпосылке, что лучший способ выучить язык - сразу же начать его читать.Подходящее для начинающих для начинающих для изучающих язык среднего уровня, это популярное название, привлекательные показания прогрессивной сложности, которые позволяют вам быстро построить ваше понимание.Узнайте, что значат незнакомые слова и фразы с полезным глоссарием книги. Откройте для себя нюансы французского языка и культуры, а также историю страны посредством привлекательных текстов Познакомьтесь с подлинным французским обществом с чтениями современной литературы",3.84,228.0
От тонкого до нулевого,Jennifer Hendricks,2004.0,Biography & Autobiography,http://books.google.com/books/content?id=fY-lfz3EujEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Фатальная битва молодой женщины с анорексией, по ее собственным словам в традиции Go Ask Alice, Prozac Nation и Girl, прервавшейся, что никто не дает читателям драгоценного доступа к эмоциональной и психологической основе его автора.Читатели следуют за долгом путешествием Дженни через «пустоши» неудавшихся методов лечения и терапии, ложной надежды и злоупотребления системой психического здоровья, которая поддерживала ее пленник большую часть ее жизни.Anorexia продолжает претендовать на большее количество жертв, чем любое другое психическое заболевание.Страх и надежды на то, что молодая девушка поразила и сражается, чтобы выздороветь.С Канфором она рассказывает о том, что ее отправляют от одного доктора в другой и подвергались широко изменяющимся методам лечения-все из которых в конечном итоге оказались безуспешными.Ее отец, Гордон Хендрикс, заполняет этот убедительный повествование своими воспоминаниями о борьбе его дочери ».-Описание издателя.",3.65,384.0
Практика приводит к совершенству: времена итальянских глаголов,Paola Nanni-Tate,2005.0,Foreign Language Study,http://books.google.com/books/content?id=Mbix2qU7bwcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Практика делает идеальные итальянские времена глагола выходят за рамки других книг глаголов, чтобы обучить вас, когда и почему используются временные знаки глаголов.В дополнение к множеству полностью сопряженных глаголов, вы найдете явные и краткие объяснения, которые определяют, почему конкретные времена работают в данных ситуациях, а также множество привлекательных примеров и многочисленных упражнений по созданию навыков.Это идеальная ссылка/рабочая тетрадь для начала промежуточного итальянского изучающих язык, чья цель - научиться говорить и писать итальянскую свободу.",4.0,252.0
"Реагирование на инциденты и компьютерная криминалистика, 2-е изд.",Kevin Mandia;Chris Prosise,2003.0,Computers,http://books.google.com/books/content?id=JAWR_T6qiRoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Написанный инсайдерами ФБР, обновленная бестселлера предлагает рассмотрение юридических, процедурных и технических шагов реагирования на инциденты и компьютерной криминалистики.Включая новые главы по криминалистическому анализу и восстановлению, а также тематических исследованиям в реальном мире, эта показательная книга показывает, как противодействовать и победить сегодняшние хакерские атаки.",3.68,507.0
Последний танец,Lynne Ann DeSpelder;Albert Lee Strickland,2005.0,Social Science,http://books.google.com/books/content?id=CAlHAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Самый продаваемый учебник в этой области, последний танец предлагает междисциплинарное введение в смерть, умирание и утрату.Интеграция эмпирических и научных, а также эмоциональных и интеллектуальных аспектов смерти и умираний, седьмое издание было тщательно пересмотрено, чтобы обеспечить наиболее передовое освещение исследований смерти.",3.77,664.0
Кто переместил мой сыр?,Spencer Johnson,2002.0,Self-Help,http://books.google.com/books/content?id=G8J9RhbOTKQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Кто переместил мой сыр?это простая притча, которая раскрывает глубокие истины.Это забавная и поучительная история четырех персонажей, которые живут в лабиринте и ищут сыр, чтобы питать их и сделать их счастливыми.Сыр - это метафора для того, что вы хотите иметь в жизни, например, хорошую работу, любящие отношения, деньги или имущество, здоровье или духовное душевное спокойствие.Лабиринт - это то, где вы ищете то, что хотите, возможно, организацию, в которой вы работаете, или в семье или сообществе, в котором вы живете. Проблема в том, что сыр продолжает двигаться.В истории персонажи сталкиваются с неожиданными изменениями в поиске сыра.Один из них в конечном итоге успешно имеет дело с изменениями и пишет то, что он узнал на стенах лабиринта, чтобы вы могли обнаружить.Вы узнаете, как предвидеть, адаптироваться и наслаждаться изменениями и быть готовыми быстро меняться, когда вам нужно.Откройте для себя секрет письма на стене и наслаждайтесь меньшим стрессом и большим успехом в вашей работе и жизни.Написанная для всех возрастов, эта история занимает меньше часа, но ее уникальная идея продлится всю жизнь.",3.78,96.0
