Title,Genre,Year,Score,Description
Изменения,"Comedy, Fantasy",2011,6.3,"Дэйв — женатый мужчина с тремя детьми и любящей женой, а Митч — одинокий мужчина, находящийся на пике своей сексуальной жизни. В одну роковую ночь, когда Митч и Дэйв мочатся в фонтане, ударяет молния, и они меняются телами."
Неудержимые 3,"Action, Adventure, Thriller",2014,6.1,"Барни пополняет свою команду новыми людьми для личной битвы: победить Конрада Стоунбэнкса, соучредителя «Неудержимых» и печально известного торговца оружием, который одержим идеей уничтожить Барни и всех его сообщников."
Машина времени в джакузи,"Comedy, Sci-Fi",2010,6.4,"Неисправная машина времени на горнолыжном курорте переносит мужчину в 1986 год с двумя его друзьями и племянником, где им предстоит заново пережить роковую ночь и ничего не менять, чтобы племянник родился."
Ведущий 2: Легенда продолжается,Comedy,2013,6.3,"Оставив позади 1970-е годы, ведущий новостей Сан-Диего Рон Бургунди возвращается, чтобы покорить первый круглосуточный новостной канал Нью-Йорка."
Бессмертные,"Action, Drama, Fantasy",2011,6.0,"Тесей — смертный человек, избранный Зевсом, чтобы возглавить борьбу с безжалостным царем Гиперионом, который бесчинствует по всей Греции, пытаясь заполучить оружие, способное уничтожить человечество."
Жара,"Action, Comedy, Crime",2013,6.6,"Встревоженный специальный агент ФБР работает в паре с сквернословящим бостонским полицейским, чтобы поймать безжалостного наркобарона."
Обитель зла: Жизнь после смерти,"Action, Adventure, Horror",2010,5.9,"Все еще пытаясь уничтожить зловещую корпорацию Umbrella, Элис присоединяется к группе выживших, живущих в тюрьме, окруженной зараженными, которые также хотят перебраться в таинственное, но предположительно невредимое убежище, известное как Аркадия."
Такер и Дейл против Зла,"Comedy, Horror",2010,7.6,"Приветливые деревенские жители Такер и Дейл отдыхают в своей ветхой горной хижине, когда группа опрятных студентов колледжа принимает их за убийц."
День независимости: Возрождение,"Action, Adventure, Sci-Fi",2016,5.2,Спустя два десятилетия после первого вторжения в День независимости Земля сталкивается с новой внесолнечной угрозой. Но будет ли достаточно новой космической обороны человечества?
Река Ветра,"Crime, Drama, Mystery",2017,7.7,Опытный охотник помогает агенту ФБР расследовать убийство молодой женщины в резервации коренных американцев в Вайоминге.
Меланхолия,"Drama, Sci-Fi",2011,7.1,"Две сестры сталкиваются с проблемой, когда их и без того напряженные отношения подвергаются испытанию, когда таинственная новая планета грозит столкнуться с Землей."
Капитан Фантастик,"Comedy, Drama",2016,7.9,"В лесах Тихоокеанского Северо-Запада отец, посвятивший себя воспитанию своих шестерых детей, дав им строгое физическое и интеллектуальное образование, вынужден покинуть свой рай и выйти в мир, бросив вызов своему представлению о том, что значит быть родителем."
Телохранитель киллера,"Action, Comedy, Thriller",2017,6.9,"Лучший телохранитель мира получает нового клиента, киллера, который должен дать показания в Международном уголовном суде. Они должны отложить свои разногласия в сторону и работать вместе, чтобы вовремя явиться на суд."
Исход: Боги и цари,"Action, Adventure, Drama",2014,6.0,"Непокорный лидер Моисей восстает против египетского фараона Рамзеса II, отправляя шестьсот тысяч рабов в грандиозное путешествие по бегству из Египта и его ужасающего цикла смертельных бедствий."
Миссия невыполнима - Последствия,"Action, Adventure, Thriller",2018,8.0,"Итан Хант и его команда МВФ, а также несколько знакомых союзников, пытаются обогнать время после того, как миссия пошла не так."
Зеленый Шершень,"Action, Comedy, Crime",2011,5.8,"После смерти отца Бритт Рид, наследник его крупной компании, объединяется с помощницей покойного отца Като, чтобы создать замаскированную команду по борьбе с преступностью."
Призрак,"Drama, Mystery, Thriller",2010,7.2,"Писатель-призрак, нанятый для завершения мемуаров бывшего премьер-министра Великобритании, раскрывает секреты, которые ставят под угрозу его собственную жизнь."
Боевые псы,"Comedy, Crime, Drama",2016,7.1,"Сюжет фильма основан на реальной истории двух молодых людей, Дэвида Пакуза и Эфраима Дивероли, которые выиграли контракт на триста миллионов долларов от Пентагона на вооружение союзников Америки в Афганистане."
КРАСНЫЙ 2,"Action, Comedy, Crime",2013,6.6,Отставной агент ЦРУ Фрэнк Мозес воссоединяет свою необычную команду элитных оперативников для глобальной миссии по поиску пропавшего портативного ядерного устройства.
Легенда о Тарзане,"Action, Adventure, Drama",2016,6.3,"Тарзана, привыкшего к жизни в Лондоне, вызывают обратно в его бывший дом в джунглях, чтобы расследовать деятельность в шахтерском лагере."
Мумия,"Action, Adventure, Fantasy",2017,5.5,"Древняя египетская принцесса пробуждается из своего склепа под пустыней, принося с собой злобу, накопившуюся за тысячелетия, и ужасы, которые не поддаются человеческому пониманию."
Зловещие мертвецы,"Fantasy, Horror, Thriller",2013,6.5,"Пятеро друзей направляются в отдаленную хижину, где обнаружение Книги мертвых заставляет их невольно призвать демонов, живущих в близлежащем лесу."
Relatos salvajes,"Comedy, Drama, Thriller",2014,8.1,"Шесть коротких рассказов, исследующих крайности человеческого поведения, касающиеся людей, оказавшихся в беде."
Малыш-каратист,"Action, Drama, Family",2010,6.2,"Работа заставляет мать-одиночку переехать в Китай со своим маленьким сыном; в новом доме мальчик осваивает кунг-фу, которому его научил мастер."
Девушка в поезде,"Crime, Drama, Mystery",2016,6.5,"Разведенная женщина оказывается втянутой в расследование дела о пропаже человека, которое обещает стать шоком на всю ее жизнь."
Свидание ночью,"Comedy, Crime, Romance",2010,6.3,В Нью-Йорке случай ошибочного опознания превращает попытку скучающей супружеской пары провести гламурный и романтический вечер в нечто более захватывающее и опасное.
Риддик,"Action, Sci-Fi, Thriller",2013,6.4,"Оставленный умирать на выжженной солнцем планете, Риддик сталкивается с инопланетной расой хищников. Активация аварийного маяка оповещает два корабля: один с новым поколением наемников, другой — под командованием человека из прошлого Риддика."
Хранители снов,"Animation, Adventure, Family",2012,7.3,"Когда злой дух Питч начинает нападение на Землю, Бессмертные Стражи объединяются, чтобы защитить невинность детей по всему миру."
Человек-муравей и Оса,"Action, Adventure, Comedy",2018,7.2,"Пока Скотт Лэнг балансирует между ролью супергероя и отца, Хоуп ван Дайн и доктор Хэнк Пим представляют новую срочную миссию, в которой Человеку-муравью предстоит сражаться бок о бок с Осой, чтобы раскрыть тайны их прошлого."
Авраам Линкольн: Охотник на вампиров,"Action, Fantasy, Horror",2012,5.9,"Авраам Линкольн, 16-й президент США, обнаруживает, что вампиры планируют захватить США. Он ставит своей целью их уничтожение."
Ученик чародея,"Action, Adventure, Family",2010,6.1,"Мастер-чародей Бальтазар Блейк должен найти и обучить потомка Мерлина, чтобы победить темную колдунью Моргану Фею."
VVitch: Новоанглийская народная сказка,"Horror, Mystery",2015,6.8,"Семья в Новой Англии 1630-х годов разлучена силами колдовства, черной магии и одержимости."
Мадагаскар 3: Самые разыскиваемые в Европе,"Animation, Adventure, Comedy",2012,6.9,"Алекс, Марти, Глория и Мелман все еще борются за то, чтобы вернуться домой в свое любимое Большое Яблоко. Их путешествие ведет через Европу, где они находят идеальное прикрытие: бродячий цирк, который они переосмысливают — в стиле Мадагаскара."
Ужасные Боссы 2,"Comedy, Crime",2014,6.3,"Дэйл, Курт и Ник решают открыть собственный бизнес, но из-за хитрого инвестора дела идут не так, как планировалось, и троица решается на безрассудную и ошибочную схему похищения."
Мать!,"Drama, Horror, Mystery",2017,6.6,"Отношения пары подвергаются испытанию, когда в их дом приходят незваные гости, нарушая их спокойное существование."
Механик,"Action, Crime, Thriller",2011,6.6,"Фильм повествует о том, как элитный киллер обучает своему ремеслу ученика, имеющего связь с одной из его предыдущих жертв."
Атомная блондинка,"Action, Mystery, Thriller",2017,6.7,"Тайный агент МИ-6 отправляется в Берлин во время Холодной войны, чтобы расследовать убийство коллеги-агента и вернуть пропавший список двойных агентов."
Датская девушка,"Biography, Drama, History",2015,7.1,"Вымышленная история любви, вдохновленная жизнью датских художниц Лили Эльбе и Герды Вегенер. Брак и работа Лили и Герды развиваются по мере того, как они прокладывают путь Лили в качестве пионера-трансгендера."
Яркий,"Action, Crime, Fantasy",2017,6.4,"Детективу предстоит работать с орком, чтобы найти могущественную палочку раньше, чем это сделают злые существа."
Фантастическая Четверка,"Action, Adventure, Sci-Fi",2015,4.3,"Четыре молодых аутсайдера телепортируются в альтернативную и опасную вселенную, которая меняет их физическую форму шокирующим образом. Четверо должны научиться использовать свои новые способности и работать вместе, чтобы спасти Землю от бывшего друга, ставшего врагом."
Расхитительница гробниц,"Action, Adventure, Fantasy",2018,6.4,"Лара Крофт, отчаянно независимая дочь пропавшего искателя приключений, должна преодолеть свои границы, когда обнаруживает остров, на котором исчез ее отец."
Похороненный,"Drama, Mystery, Thriller",2010,7.0,"Пол — американский водитель грузовика, работающий в Ираке. После нападения группы иракцев он просыпается и обнаруживает, что его заживо похоронили в гробу. С одной только зажигалкой и мобильным телефоном — это гонка со временем, чтобы выбраться из этой клаустрофобной смертельной ловушки."
"Город грехов: Женщина, ради которой стоит убивать","Crime, Thriller",2014,6.5,Пути некоторых из самых отважных жителей Города Грехов пересекаются с некоторыми из его наиболее ненавистных обитателей.
Человек на уступе,"Action, Adventure, Crime",2012,6.6,"Пока полицейский психолог пытается утихомирить бывшего заключенного, который угрожает спрыгнуть с крыши отеля на Манхэттене, происходит крупнейшее в истории ограбление алмазов."
Враг,"Mystery, Thriller",2013,6.9,"Мужчина ищет своего двойника, увидев его в фильме."
Пробуждение Подземного Мира,"Action, Fantasy, Horror",2012,6.4,"Когда человеческие силы обнаруживают существование кланов вампиров и ликанов, начинается война по уничтожению обоих видов. Воительница вампиров Селена возглавляет битву против человечества."
Астрал: Глава 2,"Horror, Mystery, Thriller",2013,6.6,"Ламберты верят, что победили духов, преследовавших их семью, но вскоре они понимают, что зло не так-то просто победить."
Золушка,"Drama, Family, Fantasy",2015,6.9,"Когда ее отец неожиданно умирает, юная Элла оказывается во власти своей жестокой мачехи и ее коварных сводных сестер. Никогда не теряющая надежды Элла начинает меняться после встречи с лихим незнакомцем."
Спасение мистера Бэнкса,"Biography, Comedy, Drama",2013,7.5,"Автор П. Л. Трэверс вспоминает свое детство после неохотной встречи с Уолтом Диснеем, который пытался адаптировать ее книги о Мэри Поппинс для большого экрана."
Последний маг воздуха,"Action, Adventure, Family",2010,4.1,"В фильме рассказывается о приключениях Аанга, молодого наследника древнего рода Аватаров, который должен овладеть всеми четырьмя стихиями и помешать Народу Огня поработить Племена Воды и Царство Земли."
Геркулес,"Action, Adventure, Fantasy",2014,6.0,"Совершив свои легендарные двенадцать подвигов, греческий полубог Геракл подвергает свою жизнь наемному убийце испытанию, когда царь Фракии и его дочь обращаются к нему за помощью в победе над тираническим военачальником."
Стив Джобс,"Biography, Drama",2015,7.2,"Стив Джобс берет нас за кулисы цифровой революции, чтобы нарисовать портрет человека в ее эпицентре. История разворачивается за кулисами трех знаковых запусков продуктов, заканчиваясь в 1998 году представлением iMac."
Дом странных детей мисс Перегрин,"Adventure, Drama, Fantasy",2016,6.7,"Когда Джейкоб находит ключи к тайне, которая простирается сквозь время, он находит Дом странных детей мисс Перегрин. Но опасность усиливается после того, как он знакомится с жителями и узнаёт об их особых способностях."
Боевой конь,"Drama, History, War",2011,7.2,"Молодой Альберт записывается на службу в Первой мировой войне после того, как его любимую лошадь продают в кавалерию. Обнадеживающее путешествие Альберта уводит его из Англии на линию фронта, в то время как война продолжается."
47 Ронинов,"Action, Adventure, Drama",2013,6.3,Группа самураев отправилась отомстить за смерть и бесчестье своего господина от рук безжалостного сёгуна.
Эпоха Адалин,"Drama, Fantasy, Romance",2015,7.2,"Молодая женщина, родившаяся на рубеже 20-го века, становится нестареющей после несчастного случая. После многих лет одиночества она встречает мужчину, который усложняет вечную жизнь, в которой она обосновалась."
Легенда,"Biography, Crime, Drama",2015,7.0,Близнецы-гангстеры Рональд и Реджинальд Крэй терроризируют Лондон в 1960-х годах.
Инферно,"Action, Adventure, Crime",2016,6.2,"Когда Роберт Лэнгдон просыпается в итальянской больнице с амнезией, он объединяется с доктором Сиенной Брукс, и вместе им предстоит промчаться по Европе наперегонки со временем, чтобы помешать смертельно опасному мировому заговору."
Назови меня своим именем,"Drama, Romance",2017,8.0,"В Италии 1980-х годов между семнадцатилетним студентом и мужчиной постарше, нанятым его отцом в качестве научного ассистента, вспыхивают романтические чувства."
Путь назад,"Comedy, Drama",2013,7.4,"Застенчивый 14-летний Дункан отправляется на летние каникулы со своей матерью, ее властным парнем и дочерью ее парня. Испытывая трудности с адаптацией, Дункан находит неожиданного друга в лице Оуэна, менеджера аквапарка Water Wizz."
Тачки 2,"Animation, Adventure, Comedy",2011,6.2,"Звездный гоночный автомобиль Молния Маккуин и его приятель Мэтр отправляются за границу, чтобы принять участие в гонке World Grand Prix. Но дорога к чемпионату становится тернистой, когда Мэтр оказывается втянутым в интригующее приключение: международный шпионаж."
ПК,"Comedy, Drama, Sci-Fi",2014,8.2,"Инопланетянин на Земле теряет единственное устройство, с помощью которого он может общаться со своим космическим кораблем. Его невинная натура и детские вопросы заставляют страну оценить влияние религии на ее людей."
Кот в сапогах,"Animation, Action, Adventure",2011,6.6,"Кот-преступник, его друг детства по яйцам и соблазнительная кошечка-воровка отправляются на поиски яиц легендарного Золотого Гуся, чтобы очистить свое имя, восстановить утраченную честь и вернуть доверие матери и города."
Захватывающее настоящее,"Comedy, Drama, Romance",2013,7.1,"Философия жизни заядлого старшеклассника меняется, когда он встречает не совсем типичную «милую девушку»."
Валериан и город тысячи планет,"Action, Adventure, Fantasy",2017,6.5,"Темная сила угрожает Альфе, огромному мегаполису и дому для видов с тысячи планет. Спецназовцы Валериан и Лорелин должны поторопиться, чтобы идентифицировать мародерствующую угрозу и защитить не только Альфу, но и будущее вселенной."
Падение,"Crime, Drama",2014,7.1,"Боб Сагиновски оказывается в центре неудачного ограбления и оказывается втянутым в расследование, которое глубоко углубляется в прошлое района, где друзья, семьи и враги работают сообща, чтобы заработать на жизнь — неважно, какой ценой."
Центральное разведывательное управление,"Action, Comedy, Crime",2016,6.3,"После того, как он восстановил связь с неловким приятелем из старшей школы через Facebook, кроткий бухгалтер оказывается втянутым в мир международного шпионажа."
Никогда не отпускай меня,"Drama, Romance, Sci-Fi",2010,7.2,"Жизнь трех друзей, начиная с первых школьных дней и до юности, когда реальность мира, в котором они живут, стучится в их двери."
Запомнить меня,"Drama, Romance",2010,7.1,"Романтическая драма о двух новых возлюбленных: Тайлере, чьи родители разошлись после самоубийства его брата, и Элли, которая живет полной жизнью каждый день с тех пор, как стала свидетельницей убийства своей матери."
Несломленный,"Biography, Drama, Sport",2014,7.2,"После почти фатальной авиакатастрофы во время Второй мировой войны олимпийский чемпион Луи Замперини проводит мучительные 47 дней на плоту с двумя товарищами по команде, прежде чем его ловит японский флот и отправляет в лагерь для военнопленных."
Мастер,Drama,2012,7.1,Ветеран ВМФ возвращается домой с войны неустроенным и неуверенным в своем будущем — пока его не увлекает Дело и его харизматичный лидер.
Глубоководный горизонт,"Action, Drama, History",2016,7.1,"Инсценировка катастрофы, произошедшей в апреле 2010 года, когда взорвалась морская буровая установка Deepwater Horizon, что привело к крупнейшему разливу нефти в истории Америки."
Начать заново,"Comedy, Drama, Music",2013,7.4,"Случайная встреча опального руководителя музыкального бизнеса и молодого певца и автора песен, недавно приехавшего на Манхэттен, перерастает в многообещающее сотрудничество двух талантов."
Идеальный голос 2,"Comedy, Music",2015,6.4,"После унизительного выступления в Кеннеди-центре группа Barden Bellas принимает участие в международном конкурсе, в котором ни одна американская группа не побеждала, чтобы вернуть себе статус и право выступать."
Ночь игр,"Action, Comedy, Crime",2018,7.0,"Группа друзей, которые регулярно встречаются для игровых вечеров, оказываются втянутыми в реальную тайну, когда подозрительного брата одного из них, по-видимому, похищают опасные гангстеры."
Взрослые 2,Comedy,2013,5.4,"Переехав с семьей обратно в родной город, чтобы быть с друзьями и их детьми, Ленни обнаруживает, что среди старых хулиганов, новых хулиганов, шизофренических водителей автобусов, пьяных полицейских на лыжах и четырехсот незваных гостей в костюмированных вечеринках порой за тобой следуют безумцы."
Последняя битва,"Action, Thriller",2013,6.4,"Главарь наркокартеля сбегает из здания суда и спешит к мексиканской границе, где на его пути встречаются только шериф и его неопытные сотрудники."
Кость зимы,"Drama, Mystery",2010,7.2,"Непоколебимая девушка из Озарк-Маунтин пробирается сквозь опасную социальную среду, выслеживая своего отца-наркоторговца и одновременно пытаясь сохранить свою семью."
Мы купили зоопарк,"Comedy, Drama, Family",2011,7.1,"Действие фильма происходит в Южной Калифорнии. Отец переезжает со своей молодой семьей в сельскую местность, чтобы отремонтировать и вновь открыть находящийся в затруднительном положении зоопарк."
Один день,"Drama, Romance",2011,7.0,"Проведя ночь вместе в ночь своего выпуска из колледжа, Декстер и Эм показаны каждый год в один и тот же день, чтобы увидеть, где они находятся в своей жизни. Иногда они вместе, иногда нет, в этот день."
Хроники Нарнии: Покоритель зари,"Adventure, Family, Fantasy",2010,6.3,"Люси и Эдмунд Певенси возвращаются в Нарнию со своим кузеном Юстасом, где они встречаются с принцем Каспианом для путешествия по морю на борту королевского корабля «Покоритель зари». По пути они сталкиваются с драконами, гномами, русалами и группой потерянных воинов, прежде чем достичь края света."
Дорогой Джон,"Drama, Romance, War",2010,6.3,"Романтическая драма о солдате, который влюбляется в консервативную студентку колледжа, пока находится дома в отпуске."
Ловец лис,"Biography, Drama, Sport",2014,7.0,"Олимпийские чемпионы США по борьбе, братья Марк Шульц и Дэйв Шульц, присоединяются к «Команде лис-ловцов» под руководством эксцентричного мультимиллионера Джона Дюпона, готовясь к Олимпийским играм 1988 года в Сеуле, Южная Корея, но саморазрушительное поведение Джона грозит поглотить их всех."
Это довольно забавная история,"Comedy, Drama, Romance",2010,7.1,"Подросток, страдающий клинической депрессией, получает возможность начать новую жизнь после того, как попадает в психиатрическое отделение для взрослых."
Отвязные каникулы,"Crime, Drama",2012,5.3,"Четыре студентки колледжа грабят ресторан, чтобы профинансировать свои весенние каникулы. Во время вечеринок, выпивки и употребления наркотиков их арестовывают, но их выручает торговец наркотиками и оружием."
Ограбление башни,"Action, Comedy, Crime",2011,6.2,"Когда группа трудолюбивых парней узнает, что они стали жертвами финансовой пирамиды своего богатого работодателя, они сговариваются ограбить его высотный дом."
Кэрри,"Drama, Horror",2013,5.9,"Застенчивая девочка, отвергнутая сверстниками и находящаяся под защитой религиозной матери, обрушивает телекинетический ужас на свой маленький городок после того, как ее слишком сильно толкнули на выпускном вечере."
Обитель зла: Возмездие,"Action, Horror, Sci-Fi",2012,5.4,"Элис сражается вместе с движением сопротивления, чтобы освободиться из испытательного центра корпорации Umbrella."
Убивая их нежно,"Crime, Thriller",2012,6.2,"Джеки Коган — головорез, нанятый для восстановления порядка после того, как трое идиотов ограбили карточный игорный дом, находящийся под защитой мафии, в результате чего местная криминальная экономика рухнула."
Чистка: Анархия,"Action, Horror, Sci-Fi",2014,6.5,"Три группы людей переплетаются и оказываются запертыми на улицах в Ночь Судной ночи, пытаясь выжить в хаосе и насилии, которые там происходят."
Суперсемейка 2,"Animation, Action, Adventure",2018,8.0,"Бобу Парру (Мистер Исключительный) приходится заботиться о детях, пока Хелен (Эластичка) спасает мир."
Волшебный Майк,"Comedy, Drama",2012,6.1,"Стриптизер учит молодого артиста, как развлекаться, знакомиться с женщинами и зарабатывать легкие деньги."
Спасатели Малибу,"Action, Comedy, Crime",2017,5.6,"Преданный спасатель Митч Бьюкеннон сталкивается с дерзким новичком, раскрывая преступный заговор, который угрожает будущему залива."
Зелёная зона,"Action, Drama, Thriller",2010,6.8,Обнаружение тайных и ошибочных разведданных заставляет офицера армии США выйти из-под контроля во время охоты на оружие массового поражения в нестабильном регионе.
В лес,"Adventure, Comedy, Drama",2014,6.0,"Ведьма поручает бездетному пекарю и его жене раздобыть волшебные предметы из классических сказок, чтобы снять проклятие, наложенное на их генеалогическое древо."
Джек - победитель великанов,"Adventure, Fantasy",2013,6.3,"Древняя война между людьми и расой великанов разгорается с новой силой, когда Джек, молодой фермер, сражающийся за королевство и любовь принцессы, открывает врата между двумя мирами."
"Кожа, которую я ношу","Drama, Horror, Thriller",2011,7.6,"Гениальный пластический хирург, преследуемый прошлыми трагедиями, создает тип синтетической кожи, которая выдерживает любые повреждения. Его подопытный кролик: загадочная и изменчивая женщина, которая хранит ключ к его одержимости."
Другая Женщина,"Comedy, Romance",2014,6.0,"Узнав, что ее парень женат, Карли вскоре встречает жену, которую он предает. И когда обнаруживается еще одна любовная связь, все три женщины объединяются, чтобы отомстить троекратному сукиному сыну."
Давайте будем копами,"Comedy, Crime",2014,6.5,"Двое борющихся приятелей переодеваются в полицейских на костюмированную вечеринку и становятся сенсациями района. Но когда эти новоиспеченные «герои» запутываются в реальной паутине мафиози и грязных детективов, им приходится рискнуть своими поддельными значками."
Орудия смерти: Город костей,"Action, Fantasy, Horror",2013,5.9,"Когда ее мать исчезает, Клэри Фрей узнает, что она происходит из рода воинов, которые защищают наш мир от демонов. Она объединяет силы с другими, такими же, как она, и отправляется в опасный альтернативный Нью-Йорк, называемый Теневым миром."
Дьявол,"Horror, Mystery, Thriller",2010,6.2,"Группа людей оказалась заперта в лифте, и среди них по непонятной причине оказался Дьявол."
Дети в порядке,"Comedy, Drama, Romance",2010,7.0,"Двое детей, зачатых путем искусственного оплодотворения, впускают своего биологического отца в свою нетрадиционную семейную жизнь."
Последний Вегас,"Comedy, Drama",2013,6.6,"Четверо друзей решают отдохнуть от повседневной жизни, чтобы устроить мальчишник в Лас-Вегасе для своего последнего оставшегося одинокого друга."
Лондон пал,"Action, Thriller",2016,5.9,В Лондоне на похоронах премьер-министра Майк Бэннинг оказывается втянутым в заговор с целью убийства всех присутствующих мировых лидеров.
Синий — самый теплый цвет,"Drama, Romance",2013,7.8,"Жизнь Адель меняется, когда она встречает Эмму, молодую женщину с синими волосами, которая позволит ей открыть в себе желание и утвердить себя как женщину и как взрослую. На глазах у других Адель растет, ищет себя, теряет себя и в конечном итоге находит себя через любовь и потерю."
Внутри Льюина Дэвиса,"Drama, Music",2013,7.5,"Неделя из жизни молодого певца, знакомящегося с фолк-сценой Гринвич-Виллидж в 1961 году."
Нам нужно поговорить о Кевине,"Drama, Mystery, Thriller",2011,7.5,"Мать Кевина изо всех сил пытается любить своего странного ребенка, несмотря на все более опасные вещи, которые он говорит и делает по мере взросления. Но Кевин только начинает, и его последний поступок превзойдет все, что кто-либо мог себе представить."
Крушение поезда,"Comedy, Drama, Romance",2015,6.2,"Считая, что моногамия никогда невозможна, карьеристка, боящаяся обязательств, может столкнуться со своими страхами, когда встретит хорошего парня."
До полуночи,"Drama, Romance",2013,7.9,"Мы встречаем Джесси и Селин девять лет спустя в Греции. Прошло почти два десятилетия с момента их первой встречи в том поезде, направлявшемся в Вену."
Сделано в Америке,"Action, Biography, Comedy",2017,7.2,"История Барри Сила, американского летчика, который в 1980-х годах стал наркоторговцем ЦРУ в ходе тайной операции, которая впоследствии была раскрыта как дело Иран-контрас."
Подарок,"Drama, Mystery, Thriller",2015,7.1,"Жизнь молодой супружеской пары резко меняется, когда знакомый из прошлого мужа приносит таинственные подарки и раскрывает ужасающую тайну спустя более 20 лет."
Самый темный час,"Biography, Drama, History",2017,7.4,"В мае 1940 года судьба Западной Европы зависела от премьер-министра Великобритании Уинстона Черчилля, который должен был решить, вести ли переговоры с Адольфом Гитлером или сражаться, понимая, что это может означать унизительное поражение для Великобритании и ее империи."
Союзнический,"Action, Drama, Romance",2016,7.1,"В 1942 году канадский разведчик в Северной Африке встречает женщину-бойца французского Сопротивления на смертельной миссии в тылу врага. Когда они воссоединяются в Лондоне, их отношения подвергаются испытанию под давлением войны."
Кампания,Comedy,2012,6.1,"Действующий представитель, втянутый в личный скандал, сталкивается с бескомпромиссным вызовом со стороны наивного новичка, финансируемого двумя недобросовестными братьями-миллиардерами-лоббистами."
